0	1
morgen	ledebånd
sale	tid
sinn	kvist
hine	agn
rører	visst
bord	munn
lede	svare
mindre	se
bjelkestuen	titt
sang	spor
slaver	kinner
norm	glemme
ny	skuer
skjelver	vår
bestrålet	navn
bord	makt
gikk	gang
vinter-sne	fylle
vane-gjengeri	kom
før	sans
strand	omkring
ørnesinn	kåret
juletider	jetter
verdensdommen	sonet
igjen	svanebryst
finner	snakk
sett	tærer
sover	sang
fredet	bøyet
fjelle	derav
glans	klædebon
kirkeveg	heller
land	kjøpt
skinn	legedom
rike	rad
taler	gny
tryller	parker
gjort	frost
spunne	dage
strid	veket
prise	legedom
naturen	Niirenbergerstykke
inn	fat
tre	blomsterskatt
trær	røttene
står	hjem
gav	tiet
himmel	bærer
står	god
hatter	setning
ferd	kåret
munn	blikke
undre	høre
lik	jeg
svar	navn
inn	kåret
erfarer	spinn
beger	bord
glemte	øre
kveld	furet
gleder	kjerr
stum	tømmer
trøst	med
mus	graver
vinker	ber
én	led
bange	ord
Gynt	hermet
seier	slag
min	aftenskjær
jammer	finger
førte	stønner
opp	rad
skam	siktet
går	sterk
dør	herskermakt
vær	sagn
gang	rike
nypetorn	vin
bløde	gjære
treder	ville
midje	vendt
sang	strid
akt	vinger
håret	stat
lei	sinn
nær	skjold
regnbubro	stimmel
ømme	gang
føden	brukt
gikk	stuen
salt	dødt
vang	hus
hotell	drømmer
bønner	døden
krenker	bot
men	øye
til	inne
heder	især
enhver	gryr
prest	forvirrer
sten	navn
under	alter
vil	fargespill
blå	ifra
sjel	spill
fjell	plogen
fossen	fløtt
dolk	buss
står	betvinger
parti	forener
lek	klinken
land	lever
har	strender
hatter	fletning
kirkestevne	rett
li	speil
klippen	gneis
ben	strøm
bygger	klør
gammen	finne
båt	peiler
slag	blå
larm	deg
lett	hente
gråstensgrav	jord
ånd	hytter
ror	mann
kinden	støvet
skuet	ned
vinken	hår
fred	lyn
rører	glød
sprang	kviden
oksepar	tilkjenne
fri	dyder
lenker	forvisst
koldt	vinning
banke	løfter
stønn	gjemme
stål	horn
forglemt	døden
på'n	fem
dvergemål	opp
lys	jord
rang	eiet
nu	lindret
herskermakt	rest
stengsel	på
lansesvinger	kølleslag
sønn	harpespill
tilbake	forene
blod	tilgode
fugl	forlatt
skarer	grenser
blomsterbed	verdig
skam	si
slemt	Storebingen
verdens-bulder	synet
form	korn
igjen	derved
kulde	hær
press	freset
klang	enser
prest	hav
trede	ve
lys	renter
jord	legioner
grunn	fedre
slår	skolen
inn	slører
prakt	ser
år	strime
tukt	strå
kuet	vei
land	vær
planer	støv
årebladet	sjøen
vin	banken
kant	brynet
sluser	ned
led	rær
skjule	bærer
slekt	sider
nær	kjenning
sikkerhet	betvinge
Hol	syd
levet	vi
prakt	tinder
pøl	ånd
leid	dregg
ord	falle
munn	klamme
stender	røre
Knut	speil
hei	velde
kropp	leid
igjen	lå
døde	muld
fjell	inne
kan	flamme
rammer	smertensstønn
vilt	så
steder	skjønt
bok	oss
streng	dommer
Gud	hu
fuglekiv	ull
blind	gren
Kronen	forøker
engstet	vek
lam	bakke
port	lyn
tarv	bestemt
menn	skrekk
rop	alene
jordskjelvsrysten	bukten
makt	fart
kare	lend
lik	bunn
den	igjen
presteskrud	stemme
sinne	nøyes
under	haster
stunder	kranselag
opp	befrier
stjerner	veier
sva	grønn
kommer	forklare
kanter	hever
mor	bud
mer	sne
glugger	tenner
hyrder	stred
edelsten	lykke
fot	lette
går	herre
lo	flaket
sang	festet
klar	tjene
dale	elver
ferdselsårer	jag
muld	glans
han	hel
strande	tryllemakt
skjær	gynger
skam	gåde
hender	befester
skulle	vis
flom	lande
grein	bære
palme	blomstersjeler
smil	drømmer
stort	dont
varme	ære
kongetroner	gå
panne	døre
tviler	stråler
paven	tolk
grunnen	vann
hendt	kjør
opp	nu
gulv	fat
tider	formår
stengsel	gå
hav	mon
planter	svever
Rom	kryste
Redselsslagne	makt
hverdagsfenomen	fører
best	runge
grøde	blod
dans	speil
strikke	bløde
port	måke
stunder	gyser
fjord	tilbake
tolket	fremme
luer	seiersgløden
tog	hundeskinns-trøye
slitt	taler
alarm	dirrer
vekke	bringer
sønn	lik
rennestenstøsen	pels
alt	tinning
hu	ve
uhellsvanger	øye
mor	hender
rett	vill
ly	gro
sand	frem
dikt	riket
fakter	vrå
rennesten	sterk
av	strå
bølgedans	den
boudoir	bad
kneet	munn
lit	fare
mot	land
gren	opp
hen	uorden
tærne	soler
regn	rammer
brus	skoger
lind	dø
kjente	ild
vise	prøvesten
høy	debatter
kvinner	natt
inn	kjenner
krigerskare	sky
mørkekott	lang
skrei	sving
fisk	svinger
sinn	skille
ser	grus
sving	strand
drømmeslott	gater
kvinner	forstå
glans	panne
statsforfatning	gleder
skulder	himmel-brynet
sorgen	blad
fare	trygg
navn	forbi
hjem	finne
spenn	så
kongetroner	dømmesans
elende	bånd
hall	minner
selv	sinn
Blindebrottet	Storekult
tronen	forsøker
vel	eim
verner	veier
havet	bryst
yrke	hav
skader	tiden
spredt	kast
trinn	skogpaulun
om	klippeblokk
forbi	forstår
døde	gull
menn	venn
går	stund
braser	rev
land	ende
ly	finner
strømmer	hendt
opp	prakt
tegn	lun
opprørstrang	jord
stønner	..
sans	tonevellet
lykkestunder	vandring
kjerne	kall
til	sne
blærer	tukt
kan	sne
båren	toner
tider	fall
bryst	stor
ser	lytte
inn	tegn
kneet	mor
vill	tenner
flytte	stol
skjende	spill
dvergfurutopp	hell
inne	trykke
tinning	smykke
dag	flukt
sted	hånd
bad	plass
kvede	spor
gledesgny	lur
drøm	nuet
rykter	miner
målet	hulder
ennu	bandt
lyd	munn
trang	ene
én	ruiner
gaten	flag
land	flamme
tverr	Dyre
mange	bue
røde	revner
inn	lang
kinner	ild
klippe	kår
frys	morgen
morgen	sykt
døre	meg
kryster	spinn
opp	ham
fjær	sky
sønn	skatt
hule	tærer
råd	ham
smil	inn
araber	blomsterbakker
menn	spenning
stor	rommet
friste	gir
drømme	makt
frukt	lange
tilgrunne	fare
skyen	luen
villvinsranker	blomsterbakker
klemte	høre
not	skjer
sabel	fisk
beverte	bruk
maur	synger
slukket	ikke
dem	kommer
være	prakt
gynger	avskjedssang
det	gutt
vold	drøm
skjære	kold
skjær	rav
forlot	røst
kropp	munn
minner	kyst
Gud	faren
by	hytter
tviler	slekt
gutt	saler
vinger	går
gjetter	kinn
beklemt	dag
står	toppe
larm	dvele
går	vann
vår	sove
tre	solen
kraft	gav
vandre	himmel-brynet
tanker	appetitten
handles	snakk
fanger	horn
eie	ro
aveny	tom
dag	flamme
kleggen	kiv
mann	nøden
dem	gro
vinger	trang
vinger	ro
taljer	tuba
forening	mistet
rinner	drømmer
bever	munn
duft	trommen
skjul	slaveslekt
stille	kvist
strevet	tung
går	glede
samme	skritt
vekten	stjerne
løv	råd
stammer	ly
ferd	hus
lue	krone
spinn	spill
der	muld
makt	trede
hjem	dere
ror	kyst
dalen	lund
hendt	hånd
forandring	hvile
svar	topp
fra	hovedstad
grøde	sjelebod
eng	vei
tinder	strømmer
kverner	drøm
sverd	kom
går	lås
lutt	strande
bestemt	døden
frist	sikkerhet
stand	døde
kyster	telen
bedre	sagt
igjen	døden
brenne	bjeller
sanger	sans
gudinner	stor
bryn	døgnene
kjenne	får
Litli-litli-lu	på
tale	Gud
kammer	fornemmer
fire	kølleslag
larm	klirrer
leget	hyllende
stranden	sang
har	blod
form	gud
gleder	befrier
roret	igjen
resten	is
Blix	omkring
stjerner	skinn
gjette	manifest
karusell	flakse
drakt	blir
ruger	henger
rad	sagastol
lyd	putrer
frukter	mål
bot	ende
brann	vente
sjele	pol
mann	forglemt
lykkestunder	grav
lede	traff
svinne	herefter
rørte	havet
satt	yacht
ny	begravet
befester	verk
støy	rand
bryst	glans
land	sne
sol	beleire
dage	kjød
feiler	domme
sprang	fare
hård	rot
hus	blå
får	svinner
vind	lå
sorgens	dåd
røre	bud
jeg	hus
tigerstaden	skulderblar
mil	ville
tinderad	elde
stener	bladehang
godt	trinn
blikke	jord
blåst	mo
stropp	beste
alene	hender
panne	seiersgløden
hesten	gnis
på	står
dåd	ham
inn	fornemmer
kraft	til
tro	Gud
glid	knuste
nypegren	bris
herskerinnen	selv
skrik	lemmer
bryn	mor
storm	skrud
flokk	ild
år	trang
målet	navn
kratt	arnested
suser	ull
bero	natt
Glahn	stjerneskinn
spenning	hans
gløder	skjelver
høvdingånd	renkespill
alene	kleber
folk	tirader
Baal	allevegne
ord	nåde
ånd	glød
betreder	selv
hav	selv
skrider	vadested
tål	sut
blikk	munn
spor	bær
tung	løv
lyn	hånd
vendt	lyst
lønn	evighetsordet
før	bød
stred	slog
smerte	plage
hu	båret
Gud	kinn
dødssakrament	striper
forvisst	gave
brann	slavinner
fortelle	vet
sitt	omkring
hjerte	når
vinge	øye
lidt	inn
strenger	gang
svirrer	sving
syd	tårer
busk	ektefeller
hvile	sikker
fingre	bade
frender	ham
ild	kamp
forbrenner	grep
slekt	tåler
holden	på
flokk	komme
Litli-litli-lu	gå
Gud	kongespir
år	hjem
siv	lom
besvær	ranker
prest	bispestav
gjette	blest
taler	spannet
nød	lue
sang	gjestet
slår	lever
sanger	løyhet
faller	brenner
hvile	inn
skrammel	kjært
truer	igjen
hop	klør
rikt	kraft
fugl	sten
verner	skinn
time	ene
susen	brus
prester	røst
gav	strand
øye	se
opp	silde
bod	tiet
sjø	dører
sans	fjellet
drømme	grensefjell
dernede	egg
armen	skam
tinder	bedøvet
klynger	forene
vekt	forgjeves
året	kort
Ulv	bruden
bad	...
regnbueøy	grodde
strengeleik	mat
blinde	hei
pergamenter	leie
øye	Å
seg	bakkehell
Skjorten	sanger
kne	grep
sage	fjelle
lind	mø
stunder	fornemme
hveser	hvil
kval	døde
tømmen	fjerner
skjær	begravet
se	har
springe	love
vel	nederlag
i	full
betvang	frender
hjem	du
ligger	skinn
drøy	egn
jord	arme
stene	gryr
fremme	øde
fall	vind
panne	dag
nåler	glød
skarer	dette
bluss	barn
båret	rik
sant	byen
god	stjele
vrimmel	fortrolig
fot	vei
brynde	bolig
bord	ødt
feller	ei
fester	alene
gjøde	tror
striden	kall
av	selv
frykter	før
myr	din
rinner	reder
have	slutt
leie	minnerike
stener	natt
øer	gyller
gode	gjaldt
tidt	befriet
kropp	gleden
steder	grønt
beboer	kor
kristenskarer	styrke
gjeld	nevne
fritt	Judea
mildhet	ro
kunst	på
blande	tindrer
stirrer	være
lede	mare
gleder	luer
befrierverk	mann
fatt	øyne
til	stav
våpen	bever
mannen	lede
kvaler	slå
blikk	ritt
neier	bre
nød	tro
varm	blikk
høy	kjøt
annen	menneskekryp
klinge	rumme
stor	brus
ynde	selv
du	...
hell	skogen
pen	best
dom	ting
maske	stake
lenket	brent
snorer	land
ren	åpenbaring
sverd	mål
lede	sæd
sinn	gaver
stad	spor
kryp	dale
nordlys-prakt	falt
klippemuren	trykke
glød	merke
strøm	børn
troen	vår
gry	røk
skikke	fler
minner	øye
beiler	domme
festet	alt
da	henter
rand	nær
ætten	plog
har	sjelebod
svikter	kanhende
bestemt	bygge
blott	slanger
truet	tid
kryp	ser
skatt	stor
inn	birke
skikke	alter
gjerdet	hvitt
blomsterbed	fargespill
stå	skjold
kroner	grav
skatte	underfull
to	mer
ånd	lille
skrenter	seil
trist	skosen
jul	vår
rute	lest
sine	garn
fordølger	lyn
sinn	munning
virke	to
verd	smerte
steder	Mester
ro	opp
skritt	skrud
styrkebelte	spor
Kariskjæret	meg
forlatt	gang
gjel	sus
lite	bakken
gang	hender
bank	havet
Hel	møte
kveld	morraspill
fredet	Baal
makt	fare
flenger	fot
trett	brann
Baal	land
slott	slanger
flokk	beiler
fengsel	på
elt	møtes
brønn	stor
høvedsmann	snarer
stav	på
mot	sne
tindrer	blod
glans	reder
dikt	kraft
møy	grodde
ømme	siden
dem	farvel
sikker	hermelin
vise	Rom
fornektere	fortapelse
stiller	tider
prest	stunder
leir	tolket
kafé	strever
meg	kreds
skrige	synke
miste	gir
fedre	vakt
år	makten
sønn	frem
skiver	skarv
ro	selv
spinn	ild
demper	blunden
synd	skrekk
sover	forøden
prester	verk
skred	før
sted	klagen
tjene	tid
China	kjør
like	Nasareer
ny	kom
vugger	tenner
blomsterbed	til
vintre	stod
dødssakrament	piper
kontrakt	kultur
ve	finner
fred	tom
frem	tunge
igjen	glød
vind	sten
vintre	sperreloftet
grus	betrygge
nærmer	havn
ul	år
stender	alene
fjell	minner
skrud	fri
kirke	jeg
lagt	verk
pergamenter	veie
kolde	ny
kiste	gys
rammer	nød
behag	ære
banke	kløfter
blind	lever
kjærlighet	del
deise	sis
streder	bytte
natt	tinder
far	små
føde	flere
fange	mann
dommer	sagt
panne	hav
forgår	betvinger
nykker	igår
bønn	bjørkelunden
varmt	igjen
bestemmer	forkynt
gap	sten
samme	slukkes
svar	kroner
slumret	stemme
sinn	bud
dvale	sove
hvile	sparer
heder	besvær
vide	land
seder	dølger
spille	bror
bønner	ord
næret	lag
violer	dem
fred	berører
glemte	kvider
grenser	tolk
Blix	ting
fiskerånd	væring
brann	tror
stolt	Sognestrand
veve	land
prise	hist
side	Dernede
resten	bris
profeten	siv
fjellet	mer
sett	gode
bord	gåde
begynt	fjorden
halen	klippegrunn
brusen	elv
fot	brann
gjest	lede
behag	nød
se	evighet
svare	lend
glede	vår
farer	ånd
fred	vind
ferden	kun
visen	slott
flat	bruk
sår	trell
gave	poteter
menn	alt
statsforfatning	heder
lik	vise
lønn	hjem
fryd	årer
tro	svikter
sør	strender
fengsel	gå
pels	land
øvet	stund
kvinner	flid
midje	spent
dernest	rygg
masser	sløvet
gjest	stunder
Pan	eventyrer
skjelver	overalt
tak	teller
forvirret	siden
felle	mareritt
hit	trøst
dunst	gråt
ord	siste
spill	parodier
rabben	kull
vinge	må
løvet	kroner
med	til
fjelle	saler
oss	ild
full	natt
stund	nøler
evner	tind
bringe	kjært
forræder	bringe
hatt	bodde
Ting	bud
sus	krone
flukt	munnen
mile	leskedrikker
gli	stykke
allegorien	rører
går	ringe
makter	frem
velde	topp
rammet	svinner
turen	topp
friste	blir
drømme	slekten
brus	går
brede	mild
broderskare	sverd
gjære	kopister
kimer	til
vaner	døv
morgen	kommer
folkelarm	blikk
virke	nei
dag	smukt
klasser	sløvet
eie	vei
feller	spor
sinn	ørnebrus
spioner	spøker
skyter	luer
verdien	rører
andre	himmel-brynet
hemmer	fri
hedre	harm
drøm	grunne
nær	kimer
blå	toner
fritt	brud
vende	trygd
farvel	minnerike
brus	ro
gjel	dagen
brant	du
ferd	strenge
forsilde	skatter
borg	hen
bøyer	se
kledsel	lys
tanker	flod
østavinden	blidt
holder	kopp
lend	skjul
første	stand
besatt	villhet
kledt	kinner
kjærlighet	av
forlatt	hvileplett
gleder	tak
jord	hår
dale	skjelver
tangen	klok
skille	nord
stor	kjenne
hjul	sten
rørte	..
ben	fem
lover	stut
lå	heder
lang	fått
lammet	jag
munner	røst
skynder	vår
kummerfull	sommer
rette	protest
stod	pløyer
svømmer	land
feste	skare
samvittighet	ro
laget	samle
vei	kommer
åker	grunn
nært	hjerte
slikker	lande
sti	svar
dag	fant
drage	fjelle
opp	hell
ennu	hurra
sikt	riket
til	kamp
gav	vei
bedrifter	bokstav
ord	lå
slår	solen
ned	lever
forskutt	spor
opp	svenn
rammer	eget
fjern	gullet
venn	feller
borde	tanker
frelsesarméen	går
briste	hans
fengsel	mareritt
sandet	flukten
lærte	bud
kom	steg
parat	fler
hevet	tordenskrall
på	borg
demper	hen
streder	sted
tvinger	flammesvelg
ned	blå
ville	skaper-makt
skatten	to
øde	muld
tvil	gi
tilsinns	kjær
gjøre	gå
hist	Bolt
strand	måker
fjerne	kryp
jord	lyst
vet	bord
dal	farer
ætt	grunn
nest	ei
soner	brande
rede	herre
flom	rense
øre	vold
havet	fast
ånd	folke-esse
bøsseløp	natur
bytter	sivet
rike	fra
rett	kort
rede	kraft
den	sammen
flagg	dommedagen
inn	hører
slekten	vis
lam	venner
skaft	krans
stormet	kysset
gudskjetakk	mer
tro	vrede
frem	bever
ille	trikk
dere	ånd
blikk	titt
bragt	forvaret
fjære	lagt
frukt	sten
skrifter	vendes
alt	masker
stolt	likemann
prise	hvilegren
strande	brynde
betvinge	kjært
røre	fremmer
ramme	Tor
planter	bever
svenner	skride
kjære	hvelver
armen	han
iblandt	eier
by	vegne
lur	lundesalen
ve	skrevet
været	reir
klage	han
måler	randen
kviste	fare
baner	skift
trøst	fariseer
bileskaft	vind
sommer	hender
fløt	vann
kroner	selv
gress	hegn
syn	seil
fjelle	brøde
ville	larm
rom	land
holder	opp
øyekast	draker
blevet	går
vasaller	bord
krans	skifter
bord	hus
tigger	landet
får	band
tordenslag	bar
snekker	fjord
tid	bånd
forbi	gården
skyen	stille
her	sover
fortrolig	brisk
trille	ler
igjen	klager
fjorden	den
morgenrøden	kveld
hjertegrunn	brenne
land	trett
bred	forsvinner
men	mett
streder	munn
klippe	død
kveld	forsoner
land	gyte
kval	kryste
le	inn
bero	forlatt
dit	lød
mor	sitret
svermet	glugg
menn	art
gjerne	gavn
blind	rette
meg	jord
våren	vann
bedøvet	stønn
dale	stund
ennu	trede
fedre	barm
nær	gjør
frem	lære
går	skjær
krypet	selv
felle	tiggerkår
Harmen	fri
svar	alt
kommer	sagt
kaller	stål
vet	fjell
luet	tid
flere	grav
bo	himlen
nede	prikk
vind	eik
fyr	finger
hånd	bringe
barm	dvele
signal	hel
barnet	fjord
født	bryst
drikk	næret
minner	runding
pisk	ut
sønn	gleder
strømmen	stige
smiler	skranker
ord	brus
venn	skrevet
trett	klamme
vakt	hindre
himmel	bolig
lever	snakk
kaprifol	vår
futter	egg
tredve	vår
lyst	navn
støyt	tåken
klippestrimmel	kues
hender	av
ødegård	funnet
brenne	dag
slett	briste
dale	faste
prakt	hever
han	profet
tåler	meg
ringer	annet
Gud	blir
frekt	ånd
taper	ild
nøden	kom
rikt	evner
skjønt	evighet
hender	ham
sammen	ja
barmen	bram
master	stavet
ringer	landet
våren	døden
greneglitret	himmelblått
ene	hård
skjød	ånd
svak	forbi
deg	riket
by	jager
himlen	kravet
dage	dør
sand	dem
syd	sfærer
verdig	engang
går	best
stor	glød
dynd	Gud
rid	sunken
bønner	blod
se	morgen-røden
forandrer	fjord
dampen	kloss
banker	befordring
litani	vrimlen
nød	amuletter
akt	derinn
går	brud
stunder	haster
sløves	spill
overalt	stryker
fast	klede
forundt	munnen
ly	lur
klokkeklemt	bok
høre	alt
taler	krus
kyser	skritt
tigger	bønner
støv	strømme
narrestaven	tolk
himmeldrømmen	hige
fred	gjeldte
nød	falle
på	forbi
nordvesten	stod
i	kom
ve	sten
alene	smykke
åpenbares	stund
stener	forlatt
befester	sinn
garn	risp
bakker	sei
plater	der
over	vrak
frem	skrift
gru	fall
blade	om
Baal	sminket
sang	jord
den	hammen
skinn	tvinge
brenner	til
nogen	ly
hermelin	panne
bud	evighet
streder	stemmer
matt	tinder
fortæret	sår
slaver	lande
kjenner	fot
bra	buk
rand	vær
skinner	gjest
regne	ned
time	sorg
huldreslått	lagt
ro	bror
sammen	dem
løp	strender
fjorden	fjell
sterk	armé
hat	fler
ild	sognebørn
ganen	søtt
barmen	hverdagslam
ord	tider
ham	bragt
klar	alene
stad	mylder
opp	hånd
prise	tilsidst
saft	ild
gress	tegn
Spanien	spir
synger	skride
tror	døde
morgen	farvel
frem	vingen
finne	venner
venn	ser
dødningferden	gåde
kanhende	sist
hav	skjell
befaler	spannet
inn	flukten
heder	fårene
mine	trafikken
fugl	skyller
sprøyt	topp
havn	glipen
mann	stien
iblant	går
kongemakt	klaret
kinn	stjerne
idag	sterk
dont	jord
miste	blir
angst	sundt
bringe	pris
ditt	kjenne
rennesten	renholdsverk
prek	lekkerbisk
dampen	loss
vinterland	søndenvinde
passiar	glad
to	smile
liv	trille
slott	lede
gutt	ord
pakt	bo
feile	bukken
Cæsarea	skrud
hugger	stans
derinne	omkring
bergkrystall	bor
natt	hvelv
dikt	evner
helt	skrik
bringer	tilbake
nå	vare
gru	ny
sår	gjeld
grisen	slott
dvalen	bunn
før	sky
blikk	svømmer
regn	ark
sted	hjem
land	Cæsarea
ham	forbi
førte	ord
staur	gynger
rider	netter
Ene	jord
æres	fyller
fryd	bø
forbi	stod
hans	støvet
rennesten	gudskjetakk
gull	kulde
forvisst	kongemakt
stillhet	står
prakt	nær
unger	brød
omme	klang
venn	lender
være	hånd
stort	frost
heder	årene
minner	brente
navn	øye
venn	år
dunkle	møtes
gjemmer	hevnet
dvalen	puddelhund
glede	leie
månegull	himmelbrød
strand	nåde
jord	lyser
huser	ull
spratt	sansen
fiske	to
lenger	skjuler
grus	bygge
ull	mor
fjell	furet
dommer	stund
fredet	bacchanal
bever	guddomsmakt
plass	bunnen
gjorde	makt
klar	ren
villvinsranker	skjønn
by	prestinner
stride	til
senker	skanser
springe	is
sønn	veie
fest	slekt
mål	slipper
forfløyne	for
eventyr	godnatt
frihets-stevne	lagt
hegn	hvile
harme	ild
beskuer	sterk
speil	sorgbetynget
ord	ny
slører	spinn
far	sne
lukket	sendt
forvisst	myndighet
oljetørste	furuhvitt
begynt	verden
skåren	kom
fornektere	forgapelse
himmel	skinner
nød	tiggerskare
Antiokia	rad
bord	blande
grunner	fører
matt	hjernen
hendt	tilende
stå	birke
utkåret	rik
folk	skatt
forklaret	stod
år	vilje
går	munn
grav	jord
ad	helter
brann	sjele
land	barnelugger
forstå	heder
skjul	blått
vei	saler
råde	pleie
så	trygg
jorden	på
engang	visste
tegn	rammen
deg	du
drøm	gynge
skammen	til
silde	frihets-stevne
makt	lammer
fekter	dør
sten	sender
lamme	flor
flamme	tier
trærne	dem
sammen	bånd
rønner	ånd
opphøyes	trone
dans	skatter
opp	vell
blikk	gåde
have	grå
tegn	vann
ramp	smil
harm	fjorden
skjønn	fin
ord	røtter
skrekk	går
død	sterke
torv	varmer
prester	sinn
varme	bære
humør	kvinnelist
vinds	dem
bunn	randen
tårer	stund
humør	bragt
sår	bord
dyp	klar
støpe	sandet
sammen	vann
tonerekke	klinger
slår	frem
stråler	vilt
kloakk	ser
vil	vinne
dom	ikke
ren	forklaring
hjem	lære
sky	bønn
frem	avet
bro	dag
mannen	med
forbannet	landet
brann	kjenne
dekke	bringer
vis	mat
gresset	gjerdestav
endt	skatt
den	uorden
stål	briste
vill	tak
frukt	sæd
fjells	veve
hender	blod
nordlys-strøm	øynene
akt	tvinger
tale	sove
ord	sammenføyd
vår	rot
hjemme	landet
tilhest	soldater
klippe	se
stor	blomsterduften
fremme	bror
svar	strid
sølvertoner	dyreham
ånd	trøndersk-hedemarkisk
ut	Gud
flamme	Cæsarea
hendt	kanhende
hvile	vann
følgesvenn	hender
kanhende	yrke
store	forsagt
vei	år
inn	trilleslag
kveger	ord
brann	ny
Sarpen	palmesving
lyn	lette
baner	vei
beskytter	gry
støy	stille
over	fest
være	norm
fjells	vann
især	officer
slange	speilet
hendt	morgen
flid	krans
bekranse	omme
ber	beste
sløves	ild
bestemt	avvende
hurra	hendt
fjell	navn
idag	loser
myr	...
beklemt	velbehag
visste	kveld
listet	grunn
drømmen	bærer
tog	hav
bord	vrå
vin	gatelek
garn	bak
gang	døde
møte	bunden
sted	skinnet
forræder	bytte
ferden	befester
karriére	takke
av	fjord
isse	sorgen
sen	frem
sfære	øves
folket	skarer
månen	med
skrud	ny
blu	besatt
unge	rett
ætten	ånden
herskerkrans	svinger
støy	brast
to	sinn
makt	prakt
så	dette
hytter	skrik
slag	skrattet
stor	Hermonjetten
grådig	den
pakt	vinger
land	forglemt
prester	fred
vind	strender
le	dansen
skjønn	jord
nær	lakker
glippe	blå
bram	siv
tett	jord
seir	vin
rede	legg
mål	hans
drakt	sange
stad	intriger
kar	yrke
tom	flokk
blek	vinken
vinnes	bur
lilje	fant
kjøp	mur
døde	bristet
funnet	støv
lik	røre
forstand	vinde
stand	fare
vei	former
ei	tunge
hvile	venn
når	ord
rute	hav
rede	dessverre
kveld	forsvinner
evner	inn
overflod	folkestevnet
nær	svoren
kirke	igjen
eik	fat
sommer	spredte
indre	barnemunn
gjest	venten
kjærlighet	hvelver
blinker	ber
danserinner	forvisst
takt	melodier
ord	glød
ser	banker
under	brøt
driver	skarv
især	lyd
hevet	kor
bakt	gjester
dommer	nød
gå	Fagerlien
land	sloet
svinger	grav
tekst	navn
virken	art
flammer	sale
såvidt	elde
tuer	harmoni
verre	fremme
drøm	øye
land	tåker
glede	kongetroner
binder	alt
trakt	eftermale
stråler	du
sier	håp
svanebryst	mildt
stampet	bryggen
embedsskrud	ånd
brød	fare
blind	istå
raver	ror
fatter	fletning
din	vekst
tolk	tirader
ligger	rammer
skanse	funkler
kjed	vil
gang	bro
stener	øye
prek	sølvsardin
skrevet	Jerusalem
vekt	stråler
veien	tale
kvelden	liv
ene	lukt
klaret	have
kan	hel
makt	klare
jord	krone
siv	bære
Borgen	svikter
fred	bygger
liv	om
skaft	gav
tunger	kall
ånd	livet
line	kar'n
verdens-bulder	himmel-brynet
snekker	står
kulde	vis
skiller	strand
klinger	trang
Jerusalem	stad
kommer	stund
nut	Hardanger
1914-SONETTENE	hjem
lett	naturen
tre	ærend
prakt	bryst
rogn	ro
dammer	blind
bautastene	velde
drakt	står
slukker	sky
forhærden	brus
søt	finne
grener	bladehang
flokk	Storebingen
hæl	ånd
vel	dag
Gondvanaland	slekten
selv	oss
drøm	sten
svek	av
gull	bunn
snare	ord
bygges	drifter
miner	sinn
ser	lik
verdi	stenges
gull	sommer
bo	stemme
land	måde
seterbua	omme
sønner	hinket
bruk	nød
fjær	flakker
sønn	heder
ferdig	tegnet
scene	omme
kveld	rede
leid	sving
dødninghaven	lukket
datt	sansen
befale	skatt
ramme	livet
fonn	død
skinner	derpå
best	tunge
land	sikte
bedrifter	lytter
sønner	blind
sinn	vilje
hviler	dør
dypet	selv
beredt	sted
sted	fortelle
inn	frender
tåke	rand
avsted	omkull
tynger	slør
fløyt	opp
sangkor	jern
kimærer	tukt
selv	ingen
sommer	gikk
glad	styrkebelte
rognekjæret	vei
kvinne	trang
sandet	lek
strandblomststjerner	strøm
rar	sinn
kne	forbrenner
dyp	gru
nypegren	sol
blond	kvelder
kronet	sønderskutt
nok	ingen
ord	åpenbart
igjen	fordrevet
tøyer	se
årebladet	brønn
stuss	barn
graver	ombord
bregner	mørk
ungen	bleke
heller	bade
eie	lover
braser	drev
norm	der
dugget	navn
rinner	glans
sang	høre
alle	dras
slår	haller
tall	adjin
skiller	individer
hav	ånd
gjort	myr
sted	du
hjertelag	synger
skrift	menskerøsten
avsted	tåker
narreskrud	mave
følge	skje
tunge	bor
sone	glans
hjertenskjær	tanker
no	stiger
løvet	rinner
tilbake	hender
platå	trygg
omringer	mor
menneskestemmer	lønn
embedsskrud	sønner
glippe	ende
pjalter	sønner
linje	gipsen
lang	menn
nå	fare
dør	der
vekkes	ny
lus	rett
skumret	stemme
bære	heng
høye	skje
tviler	tåler
topp	nu
lære	kopister
bålet	Hergisheim
kort	hefter
Gynt	glugg
veie	dag
himmellyst	ære
ry	bedrifter
bryn	geil
marmorrene	elde
folk	frem
prester	amuletter
kvast	saker
satt	jorden
stav	øyner
stille	vei
kaller	hender
lyd	verk
skrekk	vilt
syn	fanger
slitt	daler
kom	intense
bryn	nordlys-strøm
fot	stuen
grå	se
folk	kluss
ser	hær
ei	truet
jord	vår
bølgebrus	havn
kost	jord
fri	palass
planken	svek
tok	eder
gjerde	blad
nypegren	kaprifol
tiden	idag
bårne	verdensby
høvedsmann	ætt
befaler	krus
spill	frender
menn	ut
ski	seil
blek	hår
is	klippe
hus	sloger
han	svinner
iver	mildt
regn	mark
strand	gull
blond	åndedrag
tåler	deg
strakt	sjøl
gå	birke
form	ånd
lønner	syd
